5.6,c,thrust_coefficient,-,1.41e-3,27000,0.2737,9.1334,9.1334,9.1334,3,9.1334,0.0000,0.074890,0.68400,0.00000,0.00779,144,844706ed7a7bb80d4910e13c9421dd687076385e6ac99cb73f07b88a335e6a3c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,c,thrust_coefficient,-,1.41e-3,27000,0.2970,9.8614,9.8614,9.8614,3,9.8614,0.0000,0.088179,0.86957,0.00000,0.00917,144,844706ed7a7bb80d4910e13c9421dd687076385e6ac99cb73f07b88a335e6a3c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,c,thrust_coefficient,-,1.41e-3,27000,0.3202,10.1733,10.1733,10.1733,3,10.1733,0.0000,0.102554,1.04331,0.00000,0.01066,144,844706ed7a7bb80d4910e13c9421dd687076385e6ac99cb73f07b88a335e6a3c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,c,thrust_coefficient,-,4.23e-3,27000,0.0932,-7.9723,-7.9723,,2,-7.9723,0.0000,0.008679,-0.06919,0.00000,0.00090,144,844706ed7a7bb80d4910e13c9421dd687076385e6ac99cb73f07b88a335e6a3c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,c,thrust_coefficient,-,4.23e-3,27000,0.1177,-4.1248,-4.1248,-4.1248,3,-4.1248,0.0000,0.013864,-0.05719,0.00000,0.00144,144,844706ed7a7bb80d4910e13c9421dd687076385e6ac99cb73f07b88a335e6a3c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,c,thrust_coefficient,-,4.23e-3,27000,0.1449,-1.3692,-1.3692,-1.3692,3,-1.3692,0.0000,0.021001,-0.02875,0.00000,0.00218,144,844706ed7a7bb80d4910e13c9421dd687076385e6ac99cb73f07b88a335e6a3c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,c,thrust_coefficient,-,4.23e-3,27000,0.1740,0.2946,0.2946,0.2946,3,0.2946,0.0000,0.030286,0.00892,0.00000,0.00315,144,844706ed7a7bb80d4910e13c9421dd687076385e6ac99cb73f07b88a335e6a3c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,c,thrust_coefficient,-,4.23e-3,27000,0.2051,1.9584,1.9584,1.9584,3,1.9584,0.0000,0.042059,0.08237,0.00000,0.00437,144,844706ed7a7bb80d4910e13c9421dd687076385e6ac99cb73f07b88a335e6a3c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,c,thrust_coefficient,-,4.23e-3,27000,0.2400,3.2582,3.2582,3.2582,3,3.2582,0.0000,0.057609,0.18770,0.00000,0.00599,144,844706ed7a7bb80d4910e13c9421dd687076385e6ac99cb73f07b88a335e6a3c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.6,c,thrust_coefficient,-,4.23e-3,27000,0.3170,5.0780,5.1300,5.1300,3,5.1300,0.0260,0.100493,0.51552,0.00261,0.01045,144,844706ed7a7bb80d4910e13c9421dd687076385e6ac99cb73f07b88a335e6a3c,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.9,a,propulsive_efficiency,-,0.56e-3,9000,0.2033,0.1796,0.1796,0.1796,3,0.1796,0.0000,1.000000,0.17958,0.00000,0.00104,147,efce2c19d657b0ce8b32245298577acab2e154fec40b5d01c395771a97b9d742,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.9,a,propulsive_efficiency,-,0.56e-3,9000,0.2736,0.2299,0.2299,0.2299,3,0.2299,0.0000,1.000000,0.22993,0.00000,0.00104,147,efce2c19d657b0ce8b32245298577acab2e154fec40b5d01c395771a97b9d742,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.9,a,propulsive_efficiency,-,0.56e-3,9000,0.3401,0.2341,0.2341,0.2341,3,0.2341,0.0000,1.000000,0.23408,0.00000,0.00104,147,efce2c19d657b0ce8b32245298577acab2e154fec40b5d01c395771a97b9d742,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.9,a,propulsive_efficiency,-,0.56e-3,9000,0.4104,0.2268,0.2268,0.2268,3,0.2268,0.0000,1.000000,0.22682,0.00000,0.00104,147,efce2c19d657b0ce8b32245298577acab2e154fec40b5d01c395771a97b9d742,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.9,a,propulsive_efficiency,-,0.56e-3,9000,0.4824,0.2097,0.2097,0.2097,3,0.2097,0.0000,1.000000,0.20969,0.00000,0.00104,147,efce2c19d657b0ce8b32245298577acab2e154fec40b5d01c395771a97b9d742,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.9,a,propulsive_efficiency,-,0.56e-3,9000,0.5564,0.1946,0.1946,0.1946,3,0.1946,0.0000,1.000000,0.19464,0.00000,0.00104,147,efce2c19d657b0ce8b32245298577acab2e154fec40b5d01c395771a97b9d742,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.9,a,propulsive_efficiency,-,0.85e-3,9000,0.2033,0.1137,0.1137,0.1137,3,0.1137,0.0000,1.000000,0.11367,0.00000,0.00104,147,efce2c19d657b0ce8b32245298577acab2e154fec40b5d01c395771a97b9d742,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.9,a,propulsive_efficiency,-,0.85e-3,9000,0.2736,0.1599,0.1599,,2,0.1599,0.0000,1.000000,0.15986,0.00000,0.00104,147,efce2c19d657b0ce8b32245298577acab2e154fec40b5d01c395771a97b9d742,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.9,a,propulsive_efficiency,-,0.85e-3,9000,0.3457,0.1754,0.1754,,2,0.1754,0.0000,1.000000,0.17543,0.00000,0.00104,147,efce2c19d657b0ce8b32245298577acab2e154fec40b5d01c395771a97b9d742,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.9,a,propulsive_efficiency,-,0.85e-3,9000,0.4196,0.1780,0.1780,,2,0.1780,0.0000,1.000000,0.17803,0.00000,0.00104,147,efce2c19d657b0ce8b32245298577acab2e154fec40b5d01c395771a97b9d742,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.9,a,propulsive_efficiency,-,0.85e-3,9000,0.4917,0.1827,0.1827,,2,0.1827,0.0000,1.000000,0.18270,0.00000,0.00104,147,efce2c19d657b0ce8b32245298577acab2e154fec40b5d01c395771a97b9d742,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.9,a,propulsive_efficiency,-,0.85e-3,9000,0.5601,0.1780,0.1780,0.1780,3,0.1780,0.0000,1.000000,0.17803,0.00000,0.00104,147,efce2c19d657b0ce8b32245298577acab2e154fec40b5d01c395771a97b9d742,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.9,a,propulsive_efficiency,-,0.85e-3,9000,0.7043,0.1692,0.1692,0.1692,3,0.1692,0.0000,1.000000,0.16920,0.00000,0.00104,147,efce2c19d657b0ce8b32245298577acab2e154fec40b5d01c395771a97b9d742,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.9,a,propulsive_efficiency,-,0.85e-3,9000,0.7745,0.1552,0.1552,,2,0.1552,0.0000,1.000000,0.15519,0.00000,0.00104,147,efce2c19d657b0ce8b32245298577acab2e154fec40b5d01c395771a97b9d742,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.9,a,propulsive_efficiency,-,0.85e-3,9000,0.8466,0.1516,0.1516,,2,0.1516,0.0000,1.000000,0.15156,0.00000,0.00104,147,efce2c19d657b0ce8b32245298577acab2e154fec40b5d01c395771a97b9d742,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.9,a,propulsive_efficiency,-,1.13e-3,9000,0.2791,0.1095,0.1095,0.1095,3,0.1095,0.0000,1.000000,0.10952,0.00000,0.00104,147,efce2c19d657b0ce8b32245298577acab2e154fec40b5d01c395771a97b9d742,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.9,a,propulsive_efficiency,-,1.13e-3,9000,0.3530,0.1204,0.1204,0.1204,3,0.1204,0.0000,1.000000,0.12042,0.00000,0.00104,147,efce2c19d657b0ce8b32245298577acab2e154fec40b5d01c395771a97b9d742,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.9,a,propulsive_efficiency,-,1.13e-3,9000,0.4288,0.1375,0.1375,0.1375,3,0.1375,0.0000,1.000000,0.13754,0.00000,0.00104,147,efce2c19d657b0ce8b32245298577acab2e154fec40b5d01c395771a97b9d742,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.9,a,propulsive_efficiency,-,1.13e-3,9000,0.5065,0.1339,0.1339,0.1339,3,0.1339,0.0000,1.000000,0.13391,0.00000,0.00104,147,efce2c19d657b0ce8b32245298577acab2e154fec40b5d01c395771a97b9d742,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.9,a,propulsive_efficiency,-,1.13e-3,9000,0.5841,0.1464,0.1464,0.1464,3,0.1464,0.0000,1.000000,0.14637,0.00000,0.00104,147,efce2c19d657b0ce8b32245298577acab2e154fec40b5d01c395771a97b9d742,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.9,a,propulsive_efficiency,-,1.13e-3,9000,0.6525,0.1464,0.1464,0.1464,3,0.1464,0.0000,1.000000,0.14637,0.00000,0.00104,147,efce2c19d657b0ce8b32245298577acab2e154fec40b5d01c395771a97b9d742,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.9,a,propulsive_efficiency,-,1.13e-3,9000,0.7227,0.1443,0.1443,0.1443,3,0.1443,0.0000,1.000000,0.14429,0.00000,0.00104,147,efce2c19d657b0ce8b32245298577acab2e154fec40b5d01c395771a97b9d742,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.9,a,propulsive_efficiency,-,1.13e-3,9000,0.7893,0.1324,0.1324,0.1324,3,0.1324,0.0000,1.000000,0.13235,0.00000,0.00104,147,efce2c19d657b0ce8b32245298577acab2e154fec40b5d01c395771a97b9d742,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.9,a,propulsive_efficiency,-,1.13e-3,9000,0.8577,0.1324,0.1324,0.1318,3,0.1324,0.0003,1.000000,0.13235,0.00026,0.00104,147,efce2c19d657b0ce8b32245298577acab2e154fec40b5d01c395771a97b9d742,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.9,a,propulsive_efficiency,-,1.13e-3,9000,0.9261,0.1334,0.1334,0.1334,3,0.1334,0.0000,1.000000,0.13339,0.00000,0.00104,147,efce2c19d657b0ce8b32245298577acab2e154fec40b5d01c395771a97b9d742,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.9,a,propulsive_efficiency,-,1.41e-3,9000,0.2052,0.0182,0.0415,,2,0.0415,0.0117,1.000000,0.04152,0.01168,0.00104,147,efce2c19d657b0ce8b32245298577acab2e154fec40b5d01c395771a97b9d742,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.9,a,propulsive_efficiency,-,1.41e-3,9000,0.2791,0.0934,0.0934,0.0934,3,0.0934,0.0000,1.000000,0.09343,0.00000,0.00104,147,efce2c19d657b0ce8b32245298577acab2e154fec40b5d01c395771a97b9d742,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.9,a,propulsive_efficiency,-,1.41e-3,9000,0.3549,0.1147,0.1147,0.1147,3,0.1147,0.0000,1.000000,0.11471,0.00000,0.00104,147,efce2c19d657b0ce8b32245298577acab2e154fec40b5d01c395771a97b9d742,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.9,a,propulsive_efficiency,-,1.41e-3,9000,0.4325,0.1235,0.1230,0.1230,3,0.1230,0.0003,1.000000,0.12301,0.00026,0.00104,147,efce2c19d657b0ce8b32245298577acab2e154fec40b5d01c395771a97b9d742,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.9,a,propulsive_efficiency,-,1.41e-3,9000,0.5120,0.1256,0.1251,0.1251,3,0.1251,0.0003,1.000000,0.12509,0.00026,0.00104,147,efce2c19d657b0ce8b32245298577acab2e154fec40b5d01c395771a97b9d742,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.9,a,propulsive_efficiency,-,1.41e-3,9000,0.5952,0.1240,0.1240,0.1240,3,0.1240,0.0000,1.000000,0.12405,0.00000,0.00104,147,efce2c19d657b0ce8b32245298577acab2e154fec40b5d01c395771a97b9d742,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.9,a,propulsive_efficiency,-,1.41e-3,9000,0.6747,0.1183,0.1189,0.1183,3,0.1183,0.0003,1.000000,0.11834,0.00026,0.00104,147,efce2c19d657b0ce8b32245298577acab2e154fec40b5d01c395771a97b9d742,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.9,a,propulsive_efficiency,-,1.41e-3,9000,0.7523,0.1157,0.1157,0.1157,3,0.1157,0.0000,1.000000,0.11574,0.00000,0.00104,147,efce2c19d657b0ce8b32245298577acab2e154fec40b5d01c395771a97b9d742,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.9,a,propulsive_efficiency,-,1.41e-3,9000,0.8244,0.1199,0.1199,0.1199,3,0.1199,0.0000,1.000000,0.11990,0.00000,0.00104,147,efce2c19d657b0ce8b32245298577acab2e154fec40b5d01c395771a97b9d742,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.9,a,propulsive_efficiency,-,1.41e-3,9000,0.8946,0.1194,0.1194,0.1194,3,0.1194,0.0000,1.000000,0.11938,0.00000,0.00104,147,efce2c19d657b0ce8b32245298577acab2e154fec40b5d01c395771a97b9d742,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.9,a,propulsive_efficiency,-,1.41e-3,9000,0.9593,0.1209,0.1209,0.1209,3,0.1209,0.0000,1.000000,0.12093,0.00000,0.00104,147,efce2c19d657b0ce8b32245298577acab2e154fec40b5d01c395771a97b9d742,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.9,a,propulsive_efficiency,-,4.23e-3,9000,0.2052,0.0498,0.0498,0.0498,3,0.0498,0.0000,1.000000,0.04983,0.00000,0.00104,147,efce2c19d657b0ce8b32245298577acab2e154fec40b5d01c395771a97b9d742,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.9,a,propulsive_efficiency,-,4.23e-3,9000,0.2791,0.0716,0.0716,0.0716,3,0.0716,0.0000,1.000000,0.07163,0.00000,0.00104,147,efce2c19d657b0ce8b32245298577acab2e154fec40b5d01c395771a97b9d742,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.9,a,propulsive_efficiency,-,4.23e-3,9000,0.3530,0.0908,0.0908,,2,0.0908,0.0000,1.000000,0.09083,0.00000,0.00104,147,efce2c19d657b0ce8b32245298577acab2e154fec40b5d01c395771a97b9d742,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.9,a,propulsive_efficiency,-,4.23e-3,9000,0.4344,0.0960,0.0960,0.0960,3,0.0960,0.0000,1.000000,0.09602,0.00000,0.00104,147,efce2c19d657b0ce8b32245298577acab2e154fec40b5d01c395771a97b9d742,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.9,a,propulsive_efficiency,-,4.23e-3,9000,0.5213,0.0872,0.0872,0.0872,3,0.0872,0.0000,1.000000,0.08720,0.00000,0.00104,147,efce2c19d657b0ce8b32245298577acab2e154fec40b5d01c395771a97b9d742,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.9,a,propulsive_efficiency,-,4.23e-3,9000,0.6155,0.0836,0.0836,0.0836,3,0.0836,0.0000,1.000000,0.08356,0.00000,0.00104,147,efce2c19d657b0ce8b32245298577acab2e154fec40b5d01c395771a97b9d742,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.9,a,propulsive_efficiency,-,4.23e-3,9000,0.7190,0.0701,0.0701,0.0701,3,0.0701,0.0000,1.000000,0.07007,0.00000,0.00104,147,efce2c19d657b0ce8b32245298577acab2e154fec40b5d01c395771a97b9d742,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.9,a,propulsive_efficiency,-,4.23e-3,9000,0.8299,0.0675,0.0675,0.0670,3,0.0675,0.0003,1.000000,0.06747,0.00026,0.00104,147,efce2c19d657b0ce8b32245298577acab2e154fec40b5d01c395771a97b9d742,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
5.9,a,propulsive_efficiency,-,4.23e-3,9000,0.9501,0.0618,0.0618,,2,0.0618,0.0000,1.000000,0.06176,0.00000,0.00104,147,efce2c19d657b0ce8b32245298577acab2e154fec40b5d01c395771a97b9d742,200,stage20_digitize_hg_figures.py/zncc-legend-template,pymupdf==1.26.3;thresholds=120/140/160
